"SA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Personal income (thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"33000","New Hampshire",321092,301698,263093,203542,200213,230064,242009,260447,274093,260376,277165,287906,353146,419538,461848,497386,528038,578590,628124,680271,688001,726440,809334,858600,921689,963008,1036629,1099995,1177867,1200334,1306753,1379835,1454072,1556291,1622550,1745029,1882596,2064095,2254919,2493331,2788141,2974271,3228188,3569215,4015901,4422445,4815390,5443554,6154938,7096546,8109526,9274186,10505613,11568428,12714401,14383191,15892572,17589083,19464425,21419236,22925371,23025351,23788602,24948920,25787395,27573320,29299859,31032084,33335717,36590787,39010030,43966312,46228337,47123075,48126373,51105354,53136817,57259284,59325737,61011388,60201229,62087848,65339834,68481909,68261645,69623534,72548919,74687026,77309425
"34000","New Jersey",3671655,3459566,3052084,2440290,2168371,2361370,2576749,2918411,3077215,2886208,3124048,3461742,4121177,5110452,6115011,6570746,6630068,6974552,7354926,7956481,8012247,8864545,10132762,10981271,11826872,12041232,12788219,13887275,14796272,14637128,15732487,16588483,17445946,18768447,19691067,21119425,22697538,24589406,26497914,29093537,32545792,35351558,38133439,41444820,45038421,48927606,52917200,57361858,62757064,69680133,77342831,86955685,97057434,104844478,113452401,125654526,134893648,144359457,155776344,171093247,183704780,192503740,196000492,210737946,217231771,224967367,239340164,253236997,269821158,287666867,301576276,332255755,344672849,353295773,363070991,379117636,392400318,418875514,438838772,455850397,442746079,451895490,473742591,490610937,494040279,514382313,538220307,549835795,563339400
"35000","New Mexico",170096,141963,124981,91817,94571,113613,139410,167613,182186,173283,186363,200314,240355,333466,427879,477776,514593,532477,597818,694463,761073,863456,1005790,1100666,1153274,1180734,1280660,1384269,1554872,1726107,1853719,1905007,1992665,2069321,2139534,2260933,2398239,2519694,2602806,2818474,3124513,3477754,3846898,4322426,4841784,5437939,6194704,6905447,7728095,8851800,9991554,11219375,12687802,13849319,14836770,16218576,17534394,18255711,19052079,20112493,21546318,23031799,24675575,26528180,28522697,30470675,32748131,34409992,36127950,37959667,38829685,41839377,45083587,46519758,48555144,51749008,55562615,59578677,63091733,67250834,66243018,68361950,72175501,73822778,72465608,76593172,78996822,80064958,81483543
"36000","New York",14065625,13167885,11412227,8916613,8321911,9111842,9790701,11041662,11459702,10826970,11326151,11880725,13431888,15495493,18233533,19904749,21072727,23202222,24538452,25974386,26016787,27905469,30202259,31676251,33737099,34861019,37148463,39476869,41918835,43604040,46206770,48288166,50449273,53148456,55348870,59120726,62756914,67354557,72614806,80125413,83912716,90165190,96393345,103115394,109639324,118077927,127411999,134872187,145585536,158660143,173524889,193182470,215239003,233470201,251847877,279011598,298868264,318949769,340487199,373992930,404342796,432392237,432623921,457406830,469767241,484813019,511629875,538196850,568314287,599910544,635108291,682613900,709589003,709926775,723980267,759622890,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1109516679,1155937626,1176080244,1210641318
"37000","North Carolina",1023779,909134,776516,590984,663322,815788,888581,982315,1085940,1000888,1096302,1154147,1544696,2110949,2597273,2826207,2941535,3263193,3415576,3880094,3837955,4467657,5029458,5178872,5390270,5512888,5974543,6368405,6410536,6766466,7244945,7646397,8092589,8681181,9128592,9884726,10688561,11869478,12821047,14122068,15814399,17266010,18795809,21242006,24057505,26520910,28819441,31951060,35004010,39496334,43638467,48934688,55093632,59016015,64310265,72718393,78721174,84796696,91333783,100022056,109070662,115754709,120936223,131824817,140620670,149734601,160530377,171935317,184820214,197751256,207864019,221218690,227904776,231273894,240333313,261816800,280648703,304185004,328369034,351987808,338669437,337729995,352009519,376200549,372140736,392986046,415234837,428638808,444872063
"38000","North Dakota",254003,210111,132282,120301,101681,123949,181305,158044,212174,182637,203680,225035,320413,383829,523707,544759,563907,615470,848130,849782,736672,861245,896131,822740,836885,860466,949758,990517,1018394,1171901,1086917,1211691,1111286,1556893,1449804,1441340,1678052,1698142,1699418,1775378,1994339,2104730,2426531,2889855,4038581,4003286,4200486,4117225,4276480,5370965,5513744,5279606,6914367,7487357,7887475,8492880,8782366,8910617,9161561,8473720,9506913,10290342,10410081,11411372,11562828,12545156,12578798,14071088,13808529,15147076,15335245,16695390,17036787,17427613,18918969,19195772,20365614,21301444,23713934,27100616,26687878,29450250,33306563,39449209,40296443,42991436,42002831,41404978,41277100
"39000","Ohio",5114204,4422301,3772343,2704485,2608728,3083335,3521030,4061811,4435411,3866442,4269681,4601850,5760231,7191164,8741360,9213747,9415846,9961326,10882158,12183957,11655783,12905229,14895598,15974983,17532930,17595683,19004633,20289159,21328045,21148182,22598139,23510422,23960007,25242554,26287918,28063942,30356780,33134588,34708531,38274742,41814714,44121386,46947495,50934483,56459449,61841296,66118848,72483674,80273127,88755514,98036565,107027918,116356076,121686637,129000255,142456412,151328013,158445882,166010875,178043191,191552868,202826963,207192639,220961744,230239933,242927557,254378135,266568428,282349312,298353863,308082449,323964530,332936158,337415971,347533465,362702364,372826780,392059624,408126658,422401501,410538372,419569872,448119917,465139834,470745086,489250952,508379906,517918190,531810551
"40000","Oklahoma",1065209,875623,705916,511064,525212,598472,707161,761605,874078,802437,811545,868742,985915,1422944,1766041,1982729,2001677,2046838,2199862,2397781,2491327,2600743,2923663,3200585,3320741,3329860,3517491,3741371,3915159,4218991,4401114,4619375,4779230,4982550,5151285,5517388,5912125,6341001,6924328,7580411,8439742,9303935,10137739,11121845,12610044,14034223,15692235,17268685,19196673,21786046,25286386,29132371,34025236,37993649,38869340,41684153,43419381,43625647,43450859,45332471,48329950,50948903,52474225,55898923,58123375,60728231,63398165,67140318,70867876,74608546,76587362,82845740,87908711,89658607,93650150,101088757,110225753,122267011,127684113,142149545,129819128,135011290,145616058,156874413,164437285,175210238,171788102,167502814,170790994
"41000","Oregon",630176,578076,486142,366530,349016,429862,459742,560006,582489,566461,616579,663454,879967,1277005,1723003,1751052,1728528,1867180,2068224,2338968,2328528,2574806,2895364,3076403,3126764,3102448,3356165,3600477,3607725,3708019,4010125,4144666,4304791,4574045,4821579,5191584,5642532,6082646,6451616,7026745,7782223,8471104,9309592,10432253,11749236,13322232,14784118,16683442,18666901,21417553,24223707,26825715,28976957,29703264,31521314,34216272,35892259,37856822,39855476,43415873,47825276,51672272,54360166,58159238,62320110,66792632,71913581,77571848,82428855,87222632,90890592,98075500,100335404,101591994,105823776,112209856,117144304,127457878,133476862,140004731,134859864,136986770,144632521,152489633,155147986,165816558,178432319,185839645,192064292
"42000","Pennsylvania",7544350,6914998,5868061,4441170,4135017,4768327,5120621,5938329,6299684,5676509,6030200,6519971,7794382,9375563,11014517,11763085,11983453,12907035,14071503,14846825,14644147,16384265,18060073,18958300,20389005,19947534,21148626,22861134,24069749,24195203,25389105,26277443,26847353,27998267,29039754,31058233,33298261,35898346,38413578,41721526,45363997,48814578,51789540,56519468,61911787,68004857,74306438,81081493,88973804,98097527,108546349,118970218,131279831,140158661,146951760,158681543,168466148,177342443,187911697,203518393,220428623,233194273,242826180,256368975,266038429,275115183,287783679,302668785,317899634,334828567,348998963,373211236,385683541,393464126,407904130,433338099,451274953,476162792,506357616,528853951,515485777,533929583,561012102,585851545,589491588,613658783,637183688,648694472,667117752
"44000","Rhode Island",602476,544947,488762,394597,383297,410510,443813,494542,514567,474097,512775,551042,712664,925089,1081614,1109701,1109190,1110954,1167340,1155954,1132658,1258797,1394342,1471099,1573294,1576852,1679609,1748757,1793961,1883774,1983321,2015359,2109804,2268754,2364987,2518581,2720107,2972210,3222029,3520540,3738588,4085172,4325615,4709168,5025485,5263286,5700406,6224331,6808542,7472408,8304223,9335325,10402978,11168804,12049253,13280099,14283447,15348279,16479434,18173181,19796408,20307648,20434051,21390795,22307228,22867101,24111072,24982118,26452272,28275413,29541596,31806725,33489344,34889728,36717553,38423751,39434531,41573771,43256752,44285471,43131954,45023318,46640595,48601350,48771792,50451415,52525608,53272444,54574642
"45000","South Carolina",464527,416968,355567,273278,301548,364370,402682,455841,488490,455538,514283,597622,814005,1170006,1332354,1468567,1482375,1539068,1603536,1854870,1801144,1999414,2518270,2707106,2791587,2647079,2812485,2925819,3056540,3166839,3416870,3587318,3765899,4033887,4267167,4582591,5064811,5690280,6135098,6804411,7594623,8363608,9161152,10282871,11649849,13187997,14352868,16031619,17515221,19786882,22172253,24830814,27941168,29708074,32286069,35967206,38533651,41172834,44131715,47967404,52225817,56081923,58482729,62318342,65498742,69488391,73582134,78254085,83268712,89221438,93658381,100288596,103768987,106587924,110293923,117121439,123655488,133248360,142015184,148898634,145201638,149093360,157952965,166397814,168267898,178719703,189836135,196049325,203087627
"46000","South Dakota",286119,247224,167675,130823,93854,129188,205575,164816,210441,205687,219860,228852,287866,450631,500710,548370,620624,659409,752267,921458,709088,851673,997477,884664,961613,987358,920371,984328,1154418,1186491,1079852,1323454,1331620,1517169,1471232,1442610,1623335,1755443,1782696,1909887,2080125,2262517,2478189,2860912,3609714,3621033,4000855,3954043,4485097,5164776,5679834,5719001,6647391,7034068,7326712,8291305,8517981,8896433,9364373,9759935,10516247,11513251,11992985,12991533,13585823,14630902,14934328,16504345,16852186,18121187,19027288,20262966,21096085,21170798,23124408,24781741,26189694,27564810,30658501,33012790,31898690,33520714,36791498,37583819,37709126,39150683,40892772,41398241,41987994
"47000","Tennessee",970887,841489,724554,525895,552287,674131,734887,844262,927750,840730,890841,994494,1310836,1684275,2188986,2527888,2662017,2709558,2840810,3127054,3112573,3457615,3855234,4033191,4327590,4382042,4629019,4964802,5194431,5410311,5799558,5956103,6304094,6689397,7094602,7627113,8311902,9153121,9794966,10911875,11816751,12843600,14182933,15960357,18114084,20047468,21881351,24475271,27121191,30914798,34460508,38000362,42287567,44963374,48000072,53410068,57236417,61284468,66008117,71769376,77069823,81934674,86089981,94249674,100336091,106695942,114573451,121011953,128174369,140429185,146049690,154881000,159025404,162808694,169829047,180011461,188355736,200622515,210695574,220669541,218408222,226633982,239633734,250285838,252091031,262623442,277836898,288169968,297292992
"48000","Texas",2727475,2380040,2037288,1559658,1529027,1762885,1989187,2301087,2612830,2544915,2652597,2816618,3553072,5022821,6738234,7328287,7379627,7640830,8521621,9307371,10048454,10825042,12361208,13360366,13692547,14103609,15186386,16245464,17374237,17919413,18935469,19437723,20553051,21574399,22519599,24137161,25975703,28420483,31029233,34549609,38443529,42337671,45936073,50972265,57886017,65270692,74303077,83693554,93346447,107770121,124188134,142639001,167739363,184332493,196082087,214972612,231268930,236746076,241509519,256262447,274061924,296204968,309983300,335301604,354794103,375106640,401483332,431653384,470314809,512701446,540829905,589484088,626675708,633447887,656271300,684161109,746963828,817777478,872964318,961039866,910107802,956561930,1047017041,1125709687,1148928546,1236170006,1284521219,1289310024,1328682534
"49000","Utah",278145,251492,190785,157305,154515,163866,205566,243799,236504,238540,249628,267063,330927,527770,730197,664088,687064,716034,761387,836820,865148,963693,1125561,1195635,1225549,1223556,1353180,1474040,1598074,1655441,1776931,1899579,2033512,2210158,2298741,2418137,2561213,2726199,2878418,3091756,3382733,3766826,4218585,4712891,5240231,5862782,6542102,7392847,8357884,9600731,10849284,12172076,13724644,14915627,15955618,17598302,18879636,19816954,20741022,22051776,23700811,25737076,27623517,29924984,32312390,35050599,38230275,41619496,45005385,48123980,50652670,54178312,56628923,58314909,60553026,64580222,70680942,78678689,85634720,90362956,86110566,87931071,94918680,101508754,104664413,110863745,118724635,124871199,130409737
"50000","Vermont",226157,205847,169035,129752,120254,136030,147911,167564,172590,162779,175892,188214,226091,269849,307476,303030,329764,375025,400787,432111,416483,443938,508867,522074,547418,555674,578601,633086,656812,669553,719474,759958,792037,831318,861803,923465,1012519,1150659,1245512,1370853,1503562,1649486,1785668,1969923,2160343,2336657,2553979,2839324,3080373,3531717,3976039,4469318,5035413,5446636,5815938,6418440,6937305,7479849,8136635,8896581,9842411,10205317,10386332,11117833,11538472,12122967,12782449,13467271,14192206,15298304,16297359,17620319,18675843,19133676,19894962,21105387,21536171,23011821,24232173,25494389,25130695,25612435,27220129,28120420,28592608,29533385,30599347,31219885,31877737
"51000","Virginia",1054298,938205,906609,701527,704063,801502,891187,1004296,1104008,1038149,1149710,1304466,1827781,2804230,3114573,3416605,3521077,3542144,3444023,3862611,3908729,4408776,5204527,5669763,5873398,5976110,6311859,6830845,7201185,7440662,7949262,8203703,8742058,9432316,10144104,11196658,12090905,13087668,14316699,15835573,17870733,19388149,21429018,23779311,26598871,29484465,32413393,35757182,39623172,44964233,50089196,56563481,63482516,68641647,74262375,82639957,89530895,96590314,104293767,114134538,123358111,129544409,135044850,143870747,151326509,159147104,166955610,175267502,186787562,200056075,214416625,232452949,245204706,250408311,265269500,284567184,305504952,327318432,345335541,358043492,350577657,363888979,385615411,403880401,400660395,417173337,436655248,445461657,459448879
"53000","Washington",1149998,1030198,844183,636976,598403,711943,799446,942178,1009574,989908,1058985,1160586,1586482,2348054,3046474,3328255,3248244,3295214,3408755,3759189,3775527,4263776,4714111,5020152,5305857,5449786,5733651,6022918,6406226,6540174,6938333,7188674,7557735,8153252,8345104,8741072,9424718,10654118,11666598,12985787,14189188,14963601,15755947,16989715,19127287,21698528,24547939,27219877,30214671,35172996,40388261,45791768,51106487,54139646,57662556,61887083,65734074,70366088,74684332,81318656,89962254,98856108,105798375,114253674,120065517,126288890,133508969,143601196,154903989,169763415,181382731,194093106,198547288,202782060,210413123,226511608,236271199,257104210,279088841,293949341,278991093,284523758,301567633,326408854,333168842,358988169,379950931,397772297,416816311
"54000","West Virginia",787239,705870,616148,448003,452838,553854,606225,707180,760246,677945,727736,779418,942470,1130648,1302406,1415145,1535930,1703345,1949491,2106705,1967019,2114027,2347046,2443484,2466775,2340686,2488228,2757442,2955508,2940753,3042000,3089701,3131642,3267016,3409756,3636425,3887288,4124637,4369133,4629461,4937940,5498992,6033654,6678475,7301761,8092684,9145345,10188341,11393983,12680883,14145657,15557866,16961583,17969907,18449453,19840150,20661268,21170283,21701260,23149755,24528618,26120068,27204930,29317122,30399534,31692701,32740269,34072081,35498621,36999894,38018141,40261164,42471414,44197564,45005686,46491347,48411990,51923737,53779085,57551409,58042232,59487163,63067998,64623761,64207088,66047210,67273774,67061987,68864250
"55000","Wisconsin",1966048,1724001,1401855,1093050,1013159,1160174,1415085,1596214,1702249,1572529,1606353,1722711,2113838,2672385,3202791,3315469,3526214,3849348,4220644,4746567,4699026,5188088,5998374,6272128,6467459,6424622,6933417,7487898,7849064,7998093,8663702,8954993,9244954,9768533,10104244,10888858,11792611,12895782,13616395,14889700,16412939,17608648,18906602,20672925,23063852,25336188,27780259,30473081,34051662,38047473,42628337,47052952,51320993,54102808,56952258,62644454,66041717,69705474,73574026,78143063,85276226,90143238,93632279,101190913,106442538,113017540,118778601,125662960,133284392,142917963,149267176,159511065,167125085,171731780,175771213,183318375,189528086,201536159,210810973,219283413,215498897,219627970,232664321,243576466,245382484,255074816,265094105,270225982,277316642
"56000","Wyoming",149807,131518,109266,86297,85459,96364,118077,132492,147181,137775,145292,150399,197278,242500,287977,298149,305704,345446,387005,438799,468827,515557,584586,578071,577930,563439,610922,655266,695732,705200,745157,781263,822130,850868,870801,897870,926790,950027,1016413,1084968,1211800,1340970,1489501,1674888,1955087,2287808,2592763,2866956,3346805,3998754,4673909,5451246,6230971,6552885,6481624,6760300,7066297,7021157,6754137,6890814,7550290,8161335,8564768,9072027,9580114,10022682,10491936,10954402,11730537,12471456,13351225,14317733,15176559,15708575,16746950,17805527,19656998,22583362,23918986,26505381,24381004,25656916,28092250,30434827,30717840,32887556,33010402,32270465,32860964
"91000","New England",7120409,6583251,5883604,4710482,4407441,4870473,5223763,5867259,6087582,5590333,6021674,6489846,7920636,9764301,11213519,11535607,11644094,12542976,13291643,14045986,13858009,15314130,17038426,18096078,19252169,19542538,20941987,22390931,23642429,23896113,25472380,26550973,27877650,29568315,30868753,33046872,35438608,38494648,41827537,45296149,50092137,54010929,57526289,62322433,67889746,73620137,79341132,86190627,94396916,104910348,117290889,132576796,148165962,161319032,174311129,195596611,211378686,228359062,248434444,273461964,292878429,301162055,305442858,323283181,335381530,349543203,369066158,389875219,414734730,444886128,472325899,521202209,546199664,550768521,565304556,594374175,620465114,667514335,702558135,735337998,727915987,753281178,785316268,812577266,812475360,843685854,883903327,903272776,927575829
"92000","Mideast",27420581,25567479,22222130,17385783,16068859,17858209,19257388,21930957,23007093,21459966,22691948,24312028,28360070,33923762,40006600,43044319,44541727,48203157,51245114,54600648,54681556,59788958,65797350,69649514,74312536,75238090,80011672,85943721,91012423,92879156,98282212,102576494,106829702,112938235,118009661,126392057,135184844,145683782,156842029,172049691,185263037,200277292,214940041,232423292,250879869,272391219,295144056,317191840,344780915,378807014,416647965,462431325,513575735,554161549,593173216,652854069,699219800,744898637,796334957,871731816,941653514,998789468,1017712189,1078194076,1112960022,1151638261,1212298549,1276068722,1347898945,1429575559,1505781712,1628168627,1694427028,1718911998,1767334466,1863941853,1942919484,2070191733,2192252450,2266596092,2216310618,2283241329,2410993963,2526546881,2551787975,2648498835,2762663466,2821294298,2902030984
"93000","Great Lakes",20053465,17173520,14352146,10475420,9674550,11555837,13399556,15431064,17158641,15071818,16477855,17842503,22159995,27410505,33226763,35179181,35930647,38824914,42816348,47854434,46098189,51322613,58289006,61803406,67442685,66784592,72244835,77424089,80615393,80490362,85719800,89057472,91255939,96745163,101264358,108845257,118836426,129264268,135967661,148308674,161928782,170494196,183426586,200394486,223874628,243199998,262731562,288823117,320538980,355697068,391884653,424667539,463297006,484667635,510529363,563598206,598790765,631279472,663817850,711154163,765358368,808452883,828074860,889435929,929374734,985774043,1038939784,1096974637,1158529116,1232322421,1284847578,1370321856,1409803336,1426994929,1459125790,1515557416,1562011796,1645887046,1717580638,1774681948,1707107118,1750077094,1855242063,1932715487,1962255576,2044875262,2130088923,2176707324,2230467739
"94000","Plains",7497479,6715876,5597400,4222516,3762566,4193903,5487207,5630675,6453388,5905580,6164114,6473279,7930370,10660805,12667685,13217207,14042579,15658781,16952943,19853400,18339091,20715794,22675920,23994155,24356797,25343422,25892981,27240977,29173088,30919759,31713485,33311880,34562139,36881285,38368451,40010825,43914576,47248033,49574383,54070627,59311900,64275230,69188659,76424313,89095624,94313977,103657295,110974509,122639443,138811749,153093961,165390974,187050037,199322863,208977926,232623767,245605209,257212342,270883959,284015168,306273833,324425760,335764517,360319451,372338378,397332114,416502560,448190038,471141232,502075417,522532705,559567086,579316979,590968302,616756181,650501082,673097683,715168105,761922035,811473761,786346384,808918918,867752130,916941239,926813561,963741056,994108836,1008513288,1026110639
"95000","Southeast",9864225,8477167,7446005,5615623,5733786,6926169,7625343,8788062,9564340,8881240,9580731,10447496,13872830,19301009,23857785,26241857,27153075,27844807,29109199,32651279,32276668,36143919,41525566,44443554,46563757,46609097,50594674,54746544,57801711,60503413,64761282,67089689,70752176,75496719,80549556,86981242,94562527,103717168,112424052,124490739,138941326,152513470,168280550,189052896,214605429,239133335,262142313,290858891,322755735,366893447,411993497,464065619,524660525,562473435,607216888,674332275,726846141,774420542,826632289,898737368,978126156,1039642513,1087708873,1168823918,1235395303,1309931704,1394805064,1479935672,1570491534,1687840437,1772130068,1899680707,1988459313,2040822900,2127668458,2278077142,2437752631,2618199312,2760150189,2856698462,2769842417,2859182022,3017052452,3136007274,3148451483,3320968980,3501150321,3591918052,3713207001
"96000","Southwest",4220004,3622249,3052655,2299464,2280515,2629769,3016183,3435118,3898083,3743868,3888234,4138225,5098743,7284350,9622620,10453677,10575170,10919458,12101243,13327418,14251967,15345864,17599756,19151462,19748339,20254040,21784217,23399734,25064432,26223042,27790150,28795586,30411402,31948458,33303837,35662461,38264015,41617944,45276071,50362197,56317664,62299472,68126733,75820869,86197944,96984979,109351628,122529526,136751403,157846351,182351995,209353933,244571091,268060290,284818071,312574634,336276720,346922227,356238591,377972430,404425167,433568698,453708566,488716681,517870864,550165516,588912349,632152308,684747847,742822291,780761079,849541752,900816481,916158455,953682907,1006445855,1101283761,1208863893,1284243510,1394758130,1320228177,1374987775,1490647485,1592627183,1628012943,1743669781,1805564422,1816997833,1873065099
"97000","Rocky Mountain",1596636,1467539,1173081,926945,885603,1042051,1254068,1462049,1470928,1440938,1495060,1591856,1946080,2719959,3322935,3311727,3481329,3820761,4294426,4769837,4779446,5343163,6167502,6539394,6570578,6643253,7219888,7864579,8483449,8718172,9200110,9730682,10317776,11118554,11482250,12010432,12900036,13685709,14544114,15795980,17681026,19781320,22014241,24946229,28497043,32098765,35410907,39140516,43634667,50520135,57113131,64817811,73772157,79644087,84859641,91953954,96902167,100406091,103882866,109756816,119199729,127352543,135140768,146514405,158589533,169886195,183629289,197211262,210999331,230362190,246048213,269392776,282517131,288132142,297052625,312466239,336313433,367112638,392944275,410768622,391208750,400125759,433315163,461347229,479685748,513397510,542453905,556451281,578948880
"98000","Far West",7353201,6763919,5779979,4497767,4271680,4862589,5434492,6511816,6904945,6829257,7132384,7875767,10111276,14194309,18709093,20283425,20809379,22029146,22849084,24557998,24897074,29034336,33466183,36861937,39242951,40270595,43883200,47595755,50746091,53060264,57734574,60982224,64546216,69551271,74000134,79846854,85529968,93233448,100395153,110329943,121614128,131426091,140460901,154141482,170172717,190690590,212219107,235796974,261469941,298380888,338429909,383701003,429247487,458008109,494014766,545001484,586907512,628744627,674634044,733923275,796053804,857059080,892213369,946821359,977869636,1016044964,1071607247,1141289142,1216589265,1318818557,1403755746,1536971987,1586350068,1618003753,1697300017,1826512238,1936476098,2088412938,2183767768,2242389987,2160484549,2229798925,2373116476,2525722441,2559477354,2732550722,2927727800,3037622148,3162144692
"Legend / Footnotes:"
"* Estimates prior to 1950 are not available for Alaska and Hawaii."
"Note-- All dollar estimates are in current dollars (not adjusted for inflation)."
"(NA) Data not available for this year."
"Last updated: March 22, 2018-- new estimates for 2017; revised estimates for 2010-2016."
